Galaxy Name	Radius	Total Mass Density	Visible Mass Density	Dark Matter Density
UGC02953	0.045000, 0.130000, 0.215000, 0.300000, 0.385000, 0.470000, 0.555000, 0.645000, 0.730000, 0.815000, 0.905000, 0.990000, 1.070000, 1.155000, 1.245000, 1.335000, 1.420000, 1.505000, 1.590000, 1.675000, 1.760000, 1.845000, 1.935000, 2.025000, 2.110000, 2.190000, 2.275000, 2.360000, 2.445000, 2.535000, 2.625000, 2.710000, 2.790000, 2.875000, 2.960000, 3.045000, 3.135000, 3.225000, 3.310000, 3.390000, 3.820000, 4.250000, 4.335000, 4.425000, 4.635000, 5.025000, 5.285000, 5.365000, 5.455000, 5.540000, 5.625000, 5.715000, 5.880000, 6.090000, 6.225000, 6.315000, 6.405000, 6.490000, 6.570000, 6.655000, 6.745000, 6.830000, 6.915000, 7.005000, 7.125000, 7.295000, 7.430000, 7.730000, 8.035000, 8.120000, 8.205000, 8.295000, 8.370000, 8.995000, 10.195000, 11.410000, 12.620000, 13.820000, 15.025000, 16.230000, 17.430000, 18.630000, 19.830000, 21.035000, 22.240000, 23.440000, 24.640000, 25.840000, 27.045000, 28.250000, 29.450000, 30.650000, 31.795000, 32.945000, 34.150000, 35.350000, 36.550000, 37.750000, 38.955000, 40.160000, 41.360000, 42.560000, 43.760000, 44.965000, 46.170000, 47.370000, 48.570000, 49.770000, 50.975000, 52.180000, 53.380000, 54.580000, 56.385000, 58.790000, 61.190000	355014920087.226318, 54983190300.316116, 40875918304.286186, 21175411286.498772, 19579299492.729774, 13023955439.251942, 12576012284.077738, 8472180520.873759, 10150745881.491468, 6776309009.912733, 7169534133.163244, 6282503308.223084, 6638098609.799739, 4930792500.260229, 5082179682.127726, 4330552920.576996, 4900294278.915030, 3921977863.845366, 4383776901.348256, 3593998772.638143, 3977720285.286006, 3325050219.641379, 3259740897.417226, 3119780378.696576, 3381908739.385056, 3281120798.206499, 2843768246.550811, 3122183079.865852, 2693208828.145558, 2623261044.773123, 2542609873.823029, 2825958038.738912, 2725286215.255218, 2448176736.268391, 2598677847.962325, 2382861538.408960, 2218585910.300588, 2276832704.863463, 2426051699.963614, 2464516888.879201, 320719835.876265, 1705961654.931601, 2268090345.814188, 1524063702.030130, 643718400.209910, 325168667.015310, 2449474940.789031, 1505037462.359646, 1864302934.192460, 1665106457.224924, 1826324130.079197, 1462288691.673868, 698104470.443331, 699382003.837870, 1724734737.189961, 1363307631.678024, 1690390195.519546, 1493114248.670035, 1868721968.105605, 1320252473.366689, 1614441056.898178, 1468303569.415041, 1572841419.051664, 1294602091.477902, 934445131.693436, 607196671.072335, 1643727710.004719, 233392585.584607, 1277482542.835435, 1402882302.037659, 1267657563.487471, 1221509430.032896, 1853359245.765211, 101009867.097324, 77478590.569362, 70844314.997811, 58898176.914496, 54577098.907343, 45431738.490227, 44496436.651809, 38176188.561212, 38246170.442675, 33444535.156698, 32412079.562528, 28882020.197820, 27936674.432149, 24548707.495084, 23811043.014269, 21186157.892637, 20745519.738217, 18995757.355409, 18758999.754914, 18670484.330705, 17045628.330064, 15560828.650973, 15717149.792180, 14308550.160218, 14660831.898824, 13317304.348250, 13730365.141352, 12643970.301402, 12916723.172023, 11584151.286630, 11736909.202441, 10635815.037863, 11031626.750663, 10274328.546349, 10791431.539636, 10180313.150993, 10580399.304929, 9954322.329431, 10097051.355047, 4556397.731290, 4775837.304262, 4817361.379269	44093643460.555405, 45658159824.456818, 32238644468.507168, 25493780578.135441, 20298201826.964302, 17438099888.370949, 15115527009.242096, 12278572107.286907, 13101348254.155149, 10316704420.620909, 9756001881.425959, 9843615907.028727, 9528937690.658615, 7961369683.890934, 7601888169.807601, 7133883547.770847, 7597191478.776137, 6507346031.728399, 6849016412.925033, 5951347666.322867, 6215765041.529146, 5464614592.571643, 5072721691.856873, 4992306505.927495, 5218947515.211361, 5192639116.380745, 4355295078.189191, 4815002354.861894, 4097877626.665193, 4026020971.828777, 3866372829.504591, 4269232167.716024, 4152670086.061931, 3670374913.525429, 3977458417.016875, 3547863886.391942, 3409374838.994062, 3403905179.042741, 3666723661.111649, 3677086768.308754, 436332602.158020, 2462882602.892383, 3061670243.717491, 2131134935.252526, 830192867.593008, 419606685.474143, 3093936731.025380, 1919365454.038276, 2331625037.034009, 2092298114.341199, 2251549142.640027, 1809279742.430705, 830116755.080591, 848326023.100800, 2024896367.787654, 1627004758.817073, 1961393546.996618, 1781374412.052237, 2146369976.008080, 1556399612.623614, 1862147871.028613, 1705303309.194651, 1820573715.109930, 1487609245.688738, 1070860889.331692, 684285992.040299, 1873687837.970408, 245573839.497502, 1447565084.590725, 1469041691.982856, 1415134754.962245, 1277508216.081291, 2065015123.746411, 100182685.684401, 80613627.152416, 72499808.805710, 60903829.733401, 53366361.638969, 41947557.469119, 37429305.568335, 31646503.766478, 28536846.763209, 24303428.477684, 22027653.708192, 19113579.583273, 17623895.215262, 15273384.653325, 14243642.248222, 12389471.460033, 11765254.494083, 10411410.561751, 9919478.832403, 9789125.802107, 8485439.533549, 7667990.682660, 7385535.621568, 6652340.504171, 6446839.991463, 5791750.667617, 5698816.606802, 5181352.199231, 5065000.884158, 4616845.812145, 4502240.614487, 4153560.199431, 4088877.773415, 3748668.212164, 3703262.540602, 3378238.262053, 3361352.275643, 3096302.087046, 3065597.708800, 1379743.356574, 1311951.363723, 1172047.944104	310921276626.670898, 9325030475.859299, 8637273835.779018, -4318369291.636669, -718902334.234528, -4414144449.119007, -2539514725.164358, -3806391586.413148, -2950602372.663681, -3540395410.708176, -2586467748.262714, -3561112598.805642, -2890839080.858876, -3030577183.630705, -2519708487.679875, -2803330627.193851, -2696897199.861107, -2585368167.883033, -2465239511.576777, -2357348893.684724, -2238044756.243140, -2139564372.930264, -1812980794.439647, -1872526127.230919, -1837038775.826305, -1911518318.174246, -1511526831.638380, -1692819274.996042, -1404668798.519634, -1402759927.055655, -1323762955.681562, -1443274128.977112, -1427383870.806713, -1222198177.257039, -1378780569.054550, -1165002347.982982, -1190788928.693474, -1127072474.179277, -1240671961.148035, -1212569879.429553, -115612766.281755, -756920947.960782, -793579897.903303, -607071233.222396, -186474467.383099, -94438018.458834, -644461790.236350, -414327991.678629, -467322102.841550, -427191657.116275, -425225012.560830, -346991050.756837, -132012284.637260, -148944019.262930, -300161630.597693, -263697127.139049, -271003351.477072, -288260163.382202, -277648007.902475, -236147139.256925, -247706814.130435, -236999739.779610, -247732296.058266, -193007154.210836, -136415757.638256, -77089320.967964, -229960127.965689, -12181253.912896, -170082541.755290, -66159389.945197, -147477191.474773, -55998786.048395, -211655877.981200, 827181.412923, -3135036.583054, -1655493.807899, -2005652.818905, 1210737.268375, 3484181.021109, 7067131.083474, 6529684.794733, 9709323.679466, 9141106.679014, 10384425.854336, 9768440.614547, 10312779.216888, 9275322.841760, 9567400.766047, 8796686.432604, 8980265.244134, 8584346.793657, 8839520.922511, 8881358.528598, 8560188.796515, 7892837.968312, 8331614.170613, 7656209.656047, 8213991.907360, 7525553.680633, 8031548.534549, 7462618.102171, 7851722.287865, 6967305.474484, 7234668.587953, 6482254.838432, 6942748.977248, 6525660.334185, 7088168.999033, 6802074.888940, 7219047.029286, 6858020.242385, 7031453.646247, 3176654.374716, 3463885.940538, 3645313.435165
UGC03205	0.140000, 0.415000, 0.690000, 1.110000, 1.520000, 2.345000, 3.180000, 3.455000, 3.730000, 4.010000, 4.290000, 4.565000, 4.835000, 5.110000, 5.385000, 5.660000, 5.940000, 6.220000, 6.495000, 6.770000, 7.050000, 7.230000, 7.365000, 7.740000, 8.155000, 8.425000, 8.700000, 8.980000, 9.405000, 10.900000, 13.345000, 14.630000, 14.940000, 15.350000, 15.605000, 15.865000, 16.170000, 16.425000, 16.685000, 16.890000, 18.170000, 20.585000, 23.000000, 25.460000, 27.875000, 30.290000, 33.930000, 38.190000	7869717761.518935, 1808544044.143867, 1336793732.530056, 617092881.641039, 667145342.442930, 246354934.548481, 270899904.166374, 712390391.364567, 289658120.311302, 594698494.147660, 289903725.141661, 541872244.919285, 291234339.510100, 460730199.465882, 274959869.615732, 412273726.873322, 246504529.669257, 367466998.011303, 232791059.612087, 332019715.361796, 206283651.414463, 1023368889.805383, 296702519.826949, 137933417.074640, 177074313.071586, 251143390.903130, 155561523.009894, 218012560.300838, 70954025.211738, 22759980.178109, 13840122.760121, 311056225.493173, 57529485.546951, 97907464.793173, 134185422.056449, 92183217.932161, 90834590.506500, 130213386.845715, 85713076.162349, 261676959.065290, 11183357.974435, 9099793.319592, 8422314.947050, 6628005.170478, 6516295.855968, 5634968.238321, 3394849.972713, 2951912.077872	5880400827.569665, 3490978849.373244, 1807480361.789689, 820067075.757982, 766840934.093720, 203960621.307839, 231268658.210733, 565949423.650825, 237702560.462184, 483570501.199749, 255309935.776918, 452270878.238979, 262826440.032615, 396021118.545721, 261906993.557090, 371279723.348604, 251293990.364441, 347556941.084299, 250424936.627351, 320901529.905535, 227905194.340775, 1004461410.323938, 326029104.088326, 141039509.408705, 200286909.595368, 258698041.083655, 179109788.157674, 228081201.709964, 81642792.618396, 20169322.015737, 9902884.918318, 272167479.197611, 37899891.829099, 82992254.983123, 86724559.021103, 75815879.185023, 57065143.442651, 105101161.159521, 52515150.945090, 209550948.791488, 5939518.889245, 6181938.623684, 3719309.872966, 3874122.462341, 2578727.676679, 2686140.881047, 816341.174691, 1083173.979256	1989316933.949270, -1682434805.229376, -470686629.259633, -202974194.116943, -99695591.650790, 42394313.240642, 39631245.955641, 146440967.713742, 51955559.849118, 111127992.947910, 34593789.364743, 89601366.680306, 28407899.477485, 64709080.920161, 13052876.058642, 40994003.524718, -4789460.695184, 19910056.927004, -17633877.015264, 11118185.456261, -21621542.926312, 18907479.481444, -29326584.261377, -3106092.334065, -23212596.523781, -7554650.180524, -23548265.147780, -10068641.409126, -10688767.406659, 2590658.162372, 3937237.841803, 38888746.295562, 19629593.717852, 14915209.810050, 47460863.035346, 16367338.747138, 33769447.063849, 25112225.686193, 33197925.217260, 52126010.273802, 5243839.085189, 2917854.695907, 4703005.074084, 2753882.708137, 3937568.179289, 2948827.357274, 2578508.798022, 1868738.098616
UGC03546	0.315000, 0.710000, 0.870000, 1.030000, 1.190000, 1.350000, 1.510000, 1.745000, 1.980000, 2.140000, 2.300000, 2.585000, 2.825000, 2.940000, 3.595000, 4.865000, 6.260000, 7.655000, 9.040000, 10.435000, 11.825000, 13.195000, 14.615000, 16.035000, 17.400000, 18.765000, 20.185000, 21.920000, 23.970000, 27.125000	9320284046.962204, 1359330777.874580, 7254775198.863948, 1239004030.146153, 4297581295.509690, 1114045130.203332, 2964194391.604107, 617640941.192025, 1948314701.796626, 1012992547.332186, 1611379133.190894, 394606388.005265, 2552185706.530031, 867354001.483544, 129968204.593686, 50037771.652286, 51841338.399028, 37028351.221250, 37607267.556248, 26523210.872282, 26074098.872870, 22091281.065935, 19019777.978991, 16448883.554659, 15904063.734806, 13670254.051983, 12108946.646745, 7910931.003938, 7279276.962818, 3469824.204343	21504803112.541008, 3069610461.705326, 16346177270.632784, 2402825764.688216, 9425452051.655048, 1892852470.213566, 6278506210.968415, 943053125.811015, 3969471354.131334, 1504762683.695715, 3203340075.405612, 597116032.394350, 5008070818.893505, 1317986863.366094, 243332319.434190, 67736933.586285, 77111193.550313, 35060687.204900, 44529527.123186, 20758850.237052, 27580798.535031, 14863832.412581, 18015056.981289, 10392065.193710, 13660350.636138, 7354958.155552, 9128398.347588, 3446323.064940, 4411149.517525, 1013497.315449	-12184519065.578804, -1710279683.830746, -9091402071.768837, -1163821734.542063, -5127870756.145358, -778807340.010233, -3314311819.364308, -325412184.618990, -2021156652.334708, -491770136.363529, -1591960942.214717, -202509644.389085, -2455885112.363474, -450632861.882550, -113364114.840504, -17699161.933998, -25269855.151285, 1967664.016351, -6922259.566938, 5764360.635230, -1506699.662161, 7227448.653354, 1004720.997702, 6056818.360949, 2243713.098668, 6315295.896430, 2980548.299157, 4464607.938997, 2868127.445294, 2456326.888893
UGC03580	0.055000, 0.170000, 0.285000, 0.400000, 0.515000, 0.630000, 0.745000, 0.860000, 0.975000, 1.085000, 1.200000, 1.315000, 1.430000, 1.550000, 1.660000, 1.770000, 1.885000, 2.000000, 2.120000, 2.235000, 2.345000, 2.460000, 2.575000, 2.690000, 2.805000, 2.920000, 3.035000, 3.145000, 3.860000, 4.605000, 5.360000, 6.780000, 8.055000, 8.640000, 8.760000, 8.925000, 9.040000, 9.790000, 11.300000, 12.825000, 14.335000, 15.845000, 17.355000, 18.865000, 20.320000, 22.530000, 25.550000	14066787450.119381, 3045598959.749410, 2111224064.755002, 1202645214.919070, 968093801.259816, 641794854.663088, 575587308.913986, 436015182.280093, 413716089.492605, 370901001.744931, 316570258.504055, 315526494.485238, 283477400.900600, 266984776.286035, 312846218.008594, 261061397.047947, 277353204.634872, 257589056.172886, 251714427.051045, 276034969.039359, 272610598.915405, 253367389.951793, 268815824.979103, 249382240.479651, 260920819.327617, 242499352.620193, 251549251.067129, 253608600.203084, 24890915.726199, 82304426.475369, 18559784.007710, 11165824.069444, 16004159.878519, 89208210.938240, 121401521.665921, 52642561.572354, 686703951.222310, 8798039.976953, 7460802.402674, 6840405.473403, 6676032.189452, 6233187.203254, 5972900.410652, 5683986.521598, 5920272.534984, 2306770.189117, 1992446.089166	9155749965.598162, 5897364335.374764, 3667034369.024723, 2888164806.846393, 2113958227.457166, 1884594630.402886, 1584068494.659809, 1453087070.882006, 1298161318.873522, 1273140924.320295, 1001605003.081846, 1031087980.864865, 828548018.761198, 782312211.264171, 824859295.862431, 672459050.553936, 639446397.936717, 576589187.994846, 509483648.734964, 551037579.004374, 500262590.498314, 458926243.425280, 451506634.835972, 413427380.130063, 405189853.052267, 371878493.554846, 363496018.998821, 364836082.695835, 25878748.693383, 114417149.290659, 15884995.090237, 7618038.522923, 9865391.693300, 59772910.076163, 73892215.716221, 32742268.629969, 416817565.056873, 4477636.501208, 3919505.924920, 2814349.730994, 2645652.067272, 1960964.945185, 1899692.365507, 1453352.454755, 1536319.209536, 498831.408021, 443952.023073	4911037484.521219, -2851765375.625354, -1555810304.269721, -1685519591.927323, -1145864426.197351, -1242799775.739798, -1008481185.745823, -1017071888.601913, -884445229.380916, -902239922.575364, -685034744.577791, -715561486.379627, -545070617.860598, -515327434.978136, -512013077.853837, -411397653.505988, -362093193.301845, -319000131.821960, -257769221.683919, -275002609.965014, -227651991.582909, -205558853.473488, -182690809.856869, -164045139.650412, -144269033.724651, -129379140.934652, -111946767.931692, -111227482.492752, -987832.967184, -32112722.815289, 2674788.917473, 3547785.546520, 6138768.185218, 29435300.862077, 47509305.949700, 19900292.942385, 269886386.165437, 4320403.475744, 3541296.477754, 4026055.742409, 4030380.122181, 4272222.258069, 4073208.045145, 4230634.066843, 4383953.325449, 1807938.781096, 1548494.066094
UGC04278	0.070000, 0.280000, 0.555000, 0.830000, 1.110000, 1.385000, 1.660000, 1.935000, 2.210000, 2.490000, 2.770000, 3.050000, 3.325000, 3.600000, 3.875000, 4.150000, 4.430000, 4.710000, 4.990000, 5.265000, 5.540000, 5.770000, 6.110000, 6.435000, 6.600000	75206429.542860, 72346085.852395, 66725781.932404, 63143957.012920, 42055921.465311, 47413782.536728, 36722945.131165, 39850531.346176, 33235080.291749, 30339026.527480, 34326281.790369, 27305224.411275, 36180322.709415, 32485995.139891, 44577900.922883, 35304780.355210, 44938345.424591, 40383318.247017, 48589273.424427, 43570710.034945, 47413150.762630, 62811516.150142, 29613360.620589, 67890383.221910, 78202954.730152	53899008.889644, 38740497.566249, 36434253.398007, 35973586.440678, 32153692.883135, 28233179.834232, 23971064.135124, 19789657.562255, 17005615.850396, 14068402.461022, 14040302.500240, 12675094.950463, 13287732.693961, 11662582.925932, 11616118.678476, 10548649.559722, 9674457.869101, 8635912.716165, 9941112.241949, 10605460.316652, 12347347.798628, 17377000.464510, 10176395.796503, 20526384.383949, 24359374.527137	21307420.653216, 33605588.286146, 30291528.534396, 27170370.572241, 9902228.582176, 19180602.702496, 12751880.996041, 20060873.783921, 16229464.441353, 16270624.066458, 20285979.290129, 14630129.460812, 22892590.015453, 20823412.213959, 32961782.244407, 24756130.795488, 35263887.555490, 31747405.530852, 38648161.182478, 32965249.718294, 35065802.964001, 45434515.685632, 19436964.824086, 47363998.837961, 53843580.203015
UGC04305	0.125000, 0.375000, 0.625000, 0.875000, 1.130000, 1.380000, 1.630000, 1.885000, 2.135000, 2.385000, 2.635000, 2.885000, 3.140000, 3.390000, 3.635000, 3.890000, 4.140000, 4.390000, 4.645000, 4.895000, 5.145000, 5.395000	8664553.179067, 25922734.223123, 32143311.238176, 31526744.879274, 41653013.415713, 39679991.615757, 32923973.830223, 30847696.483409, 21044465.244636, 21715385.624823, 12725329.887786, 17321350.490428, 11181723.994505, 13151345.921925, 7536701.000443, 12813814.672369, 8739359.381022, 12783295.765744, 7914032.823106, 11521678.301522, 6692541.603825, 8750460.459430	36803894.391488, 40236837.259443, 32852552.709562, 42607163.479792, 38959373.703123, 30171663.085854, 27032716.738882, 18258663.210440, 21627319.433625, 18535145.651680, 22541954.937382, 19479021.981696, 19460710.526272, 18323225.818069, 17305915.303953, 14482404.078746, 15043843.798800, 12699374.922338, 13018464.375427, 11912642.195610, 11042922.384778, 9896688.416167	-28139341.212421, -14314103.036320, -709241.471386, -11080418.600519, 2693639.712590, 9508328.529902, 5891257.091341, 12589033.272969, -582854.188988, 3180239.973143, -9816625.049596, -2157671.491268, -8278986.531768, -5171879.896143, -9769214.303509, -1668589.406377, -6304484.417778, 83920.843406, -5104431.552321, -390963.894088, -4350380.780952, -1146227.956737
UGC04325	0.350000, 1.050000, 1.745000, 2.440000, 3.140000, 3.840000, 4.540000, 5.240000	187590865.768472, 121506721.844865, 78179140.788158, 54314727.909194, 40549990.503266, 33863326.737084, 27968840.546385, 22669422.772105	49268356.704357, 27014160.584009, 22889794.027658, 19357278.244084, 16230748.309945, 12022958.311103, 10147301.660210, 7627688.389135	138322509.064115, 94492561.260856, 55289346.760500, 34957449.665111, 24319242.193322, 21840368.425980, 17821538.886175, 15041734.382970
UGC04483	0.040000, 0.160000, 0.320000, 0.485000, 0.650000, 0.810000, 0.970000, 1.130000	219871779.213629, 104867709.571173, 100755113.571872, 67941450.481160, 43105224.387528, 51798676.827371, 37659162.642902, 34435311.407184	146925857.188760, 90979748.521521, 41163206.943069, 29105824.678933, 20591628.769386, 17050528.165043, 13535720.900089, 11782534.573720	72945922.024869, 13887961.049652, 59591906.628802, 38835625.802227, 22513595.618142, 34748148.662328, 24123441.742813, 22652776.833464
UGC04499	0.455000, 1.365000, 2.275000, 3.180000, 4.090000, 5.000000, 5.910000, 6.825000, 7.730000	43991784.150337, 31534448.789862, 21766342.918072, 16019871.430604, 14172524.594888, 11920542.131595, 10481921.488160, 8601030.341046, 8285104.326454	59808470.482799, 15436940.178138, 10466442.123999, 8519050.307597, 5692115.881544, 5033607.961070, 3564534.524233, 3775256.472132, 2861074.646907	-15816686.332461, 16097508.611724, 11299900.794073, 7500821.123007, 8480408.713344, 6886934.170525, 6917386.963928, 4825773.868914, 5424029.679547
UGC05005	0.390000, 1.560000, 3.125000, 4.690000, 6.255000, 7.820000, 9.385000, 14.070000, 19.520000, 21.895000, 25.665000	18623206.700477, 10145516.921288, 7931867.728658, 5992313.802001, 5533448.143976, 4913856.220345, 4749506.995978, 1506113.821129, 1144228.712955, 3445757.419497, 595460.226581	22902026.840675, 8711424.394923, 5474421.948159, 3751228.039416, 2521491.167147, 2204454.252202, 1659580.457488, 342272.845378, 275826.368352, 748449.014763, 136733.642250	-4278820.140198, 1434092.526365, 2457445.780499, 2241085.762585, 3011956.976829, 2709401.968142, 3089926.538490, 1163840.975751, 868402.344603, 2697308.404734, 458726.584331
UGC05253	0.065000, 0.190000, 0.315000, 0.445000, 0.570000, 0.695000, 0.825000, 0.950000, 1.075000, 1.205000, 1.330000, 1.455000, 1.585000, 1.710000, 1.835000, 1.965000, 2.095000, 2.220000, 2.345000, 2.475000, 2.600000, 2.725000, 2.855000, 2.980000, 3.105000, 3.235000, 3.360000, 3.485000, 3.615000, 3.740000, 3.865000, 3.995000, 4.120000, 4.245000, 4.375000, 4.500000, 4.625000, 4.755000, 4.880000, 4.965000, 5.030000, 5.135000, 5.325000, 5.515000, 5.640000, 5.765000, 6.150000, 6.530000, 6.625000, 6.690000, 6.785000, 6.910000, 7.035000, 7.165000, 7.775000, 9.160000, 10.805000, 12.480000, 14.165000, 15.795000, 17.475000, 19.155000, 20.785000, 22.465000, 25.015000, 28.325000, 31.635000, 35.000000, 38.310000, 41.620000, 44.985000, 48.295000, 51.605000	171631472951.597687, 26387647613.754768, 19542121607.362305, 9653337231.385235, 9711480888.840225, 6141927768.432212, 5851182826.735982, 4772527162.947487, 4401116301.466092, 3451039262.701126, 3757619516.179902, 2908105839.057413, 2861086520.374569, 2685031442.903616, 2487743410.064545, 2153917149.264707, 2152352260.802649, 2079168504.199988, 1914032271.163443, 1748256380.027930, 1847661449.856355, 1588614506.857500, 1572222521.645030, 1562538393.715046, 1442930690.340376, 1328625740.246135, 1432027278.412345, 1255078452.520961, 1226491974.250978, 1259593969.032891, 1146923457.902303, 1088224513.415195, 1158563827.810911, 1025137025.095957, 1006124106.165764, 1042841443.188366, 951946754.808317, 911003009.268229, 972719504.680788, 2217414001.894936, 1417060567.829615, 839178463.901202, 436663676.432482, 763554330.064670, 845506159.519127, 731743060.047420, 162163557.054921, 632168332.416013, 1303563746.373688, 1228897728.057617, 692803106.495322, 598701696.540525, 666403885.755988, 535183891.110718, 82918928.671304, 37563901.193623, 38279823.147112, 26907142.717658, 27024806.919750, 22262839.441119, 20263069.845439, 18078765.044314, 17701100.511457, 14286228.581887, 7500958.136502, 5703971.670146, 5050418.172131, 3532770.621135, 3569272.581675, 2955950.012485, 2999449.939022, 2666262.475777, 2815213.520975	71972827511.943634, 37379339620.510582, 21152618362.671772, 15248903721.100288, 12356920293.020172, 9549753531.686340, 7721796161.328725, 7346249119.086679, 5884567935.600503, 5168280857.413941, 5051921286.022319, 4255832752.939782, 3838136826.003535, 3804654151.616624, 3269462267.902552, 3018755470.772787, 2832318313.899948, 2867401402.072474, 2547412654.821558, 2400771832.509646, 2493984672.233597, 2211694924.645208, 2117116225.274416, 2193231455.995092, 1959966643.996196, 1870239229.038481, 1949457917.028827, 1734020724.029763, 1674003619.704791, 1737844751.779830, 1558559873.807432, 1491818315.901556, 1561844583.491019, 1389995926.633100, 1341776668.420204, 1397094088.286126, 1252421777.524599, 1203195495.854366, 1262651669.404674, 2911035494.382527, 1822380290.916360, 1083529810.302962, 553623994.564812, 967595702.084824, 1054390908.404375, 907271481.990114, 185847090.157439, 785255223.256876, 1485025388.978389, 1514075866.740783, 781490325.923034, 728647526.021419, 745817160.987164, 644484871.227856, 88060710.796507, 38309818.856423, 36038695.829240, 20969225.166557, 21124251.017029, 14421114.107343, 13756726.569853, 10621310.512794, 10796491.641462, 7732823.990115, 3904376.328772, 2698657.371538, 2472725.960189, 1728339.155295, 1736302.175051, 1234971.223048, 1266177.797790, 997458.543532, 954411.361651	99658645439.654053, -10991692006.755814, -1610496755.309467, -5595566489.715054, -2645439404.179947, -3407825763.254128, -1870613334.592743, -2573721956.139192, -1483451634.134411, -1717241594.712816, -1294301769.842417, -1347726913.882370, -977050305.628966, -1119622708.713007, -781718857.838007, -864838321.508080, -679966053.097299, -788232897.872486, -633380383.658115, -652515452.481716, -646323222.377242, -623080417.787708, -544893703.629386, -630693062.280046, -517035953.655820, -541613488.792347, -517430638.616482, -478942271.508802, -447511645.453814, -478250782.746939, -411636415.905128, -403593802.486362, -403280755.680107, -364858901.537142, -335652562.254439, -354252645.097760, -300475022.716282, -292192486.586138, -289932164.723886, -693621492.487592, -405319723.086746, -244351346.401760, -116960318.132330, -204041372.020154, -208884748.885248, -175528421.942694, -23683533.102518, -153086890.840863, -181461642.604701, -285178138.683166, -88687219.427712, -129945829.480894, -79413275.231176, -109300980.117138, -5141782.125202, -745917.662800, 2241127.317872, 5937917.551101, 5900555.902721, 7841725.333775, 6506343.275586, 7457454.531520, 6904608.869995, 6553404.591773, 3596581.807730, 3005314.298608, 2577692.211941, 1804431.465840, 1832970.406624, 1720978.789437, 1733272.141232, 1668803.932246, 1860802.159324
